"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD201902","2019-02-01T00:00:00.000","87915449","102634197","62805313","72571903","25110136","30062294","70762598","86969779","51406118","61706070","19356480","25263709","80.5","84.7","81.8","85","77.1","84","7898","9616","55679","66876","63577","76492","71123784","87066457","3016482","3656925","965072","1069756","1079346","1174014","400576951","544803194","742566","809376","293373","322399","3019.1","2606.1","33.8","38.5","115.8","231791","272141","136.2","-0.9","132.2","0.8","134.6","-0.3","105.5607565190309","109.7687651061002","1.5","1.4763","1.4245","0.7906","1.5814","1.1695","1.0279","1.4408","1.3898","0.7796","1.5466"
"SATD201903","2019-03-01T00:00:00.000","105309484","103598161","75651237","73193373","29658247","30404788","90028517","87970830","65407751","62372498","24620766","25598332","85.5","84.9","86.5","85.2","83","84.2","9977","9617","70233","67507","80210","77124","90478107","88684666","3782260","3678183","1030008","1024137","1171903","1169966","517020057","548722992","834429","822080","328368","326720","2927.8","2668.2","39.2","40.1","116","272379","270920","136.4","0.1","134.5","1.8","135.5","0.7","105.5720491734675","109.5686908039966","1.47","1.5038","1.4328","0.7569","1.576","1.1779","1.044","1.4601","1.4229","0.8109","1.5483"
"SATD201904","2019-04-01T00:00:00.000","101856842","103308855","72335257","73082264","29521585","30226591","86209795","87251283","61953259","62032355","24256536","25218928","84.6","84.5","85.6","84.9","82.2","83.4","9489","9572","66938","66801","76427","76374","86684142","87290235","3618268","3645526","1088070","1102408","1124254","1154687","532041046","546330126","855000","826900","317497","319458","2212.4","2528.6","42.9","42.6","116.9","273413","271928","137.6","0.9","133.3","-0.9","135.8","0.3","104.995815815716","109.3148187451052","1.48","1.4801","1.4201","0.8147","1.5554","1.1728","1.0501","1.4276","1.3484","0.8632","1.5613"
"SATD201905","2019-05-01T00:00:00.000","107425049","103850526","75386137","73422371","32038912","30428155","92550535","87420964","65811235","62055958","26739300","25365006","86.2","84.2","87.3","84.5","83.5","83.4","9982","9570","71365","66657","81347","76226","92977220","88355450","3745106","3680982","1109479","1087788","1157308","1137310","576765031","554284937","863434","827439","333172","324301","2134","2589.3","41.5","40.4","117","289711","271676","137.4","-0.1","134.5","0.9","136.1","0.2","105.1424150024021","109.1171897955829","1.46","1.4982","1.4339","0.8039","1.532","1.1899","1.0508","1.4493","1.3808","0.8188","1.5615"
"SATD201906","2019-06-01T00:00:00.000","110097457","103435372","76617273","73076989","33480184","30358383","97811522","87700427","68413224","62752958","29398298","24947469","88.8","84.8","89.3","85.9","87.8","82.2","11049","9603","72791","68211","83840","77814","98273616","88463474","3595934","3605800","1055850","1065520","1132621","1134069","618224369","546681819","802010","826593","324523","323375","2119.3","2531.9","37.1","36.7","117.6","281359","269353","136.5","-0.6","134.5","0","135.6","-0.4","105.270637960505","107.8687261504567","1.46","1.5","1.4046","0.7875","1.5276","1.1736","1.0497","1.4451","1.3502","0.7429","1.57"
"SATD201907","2019-07-01T00:00:00.000","114924902","103579627","80081728","73390110","34843174","30189517","101794185","87353048","71276651","62625835","30517534","24727213","88.6","84.3","89","85.3","87.6","81.9","11673","9593","75284","66751","86957","76344","102295052","88221078","3655393","3608001","1084559","1068799","1153557","1138312","657244637","543487459","823886","828863","330889","326369","2393.9","2545.3","43.1","42.3","119","291520","269606","138.6","1.5","134.4","-0.1","136.9","1","104.7195564239987","107.1511263202452","1.46","1.4959","1.4054","0.7899","1.5333","1.1667","1.0526","1.4585","1.3573","0.8559","1.5888"
"SATD201908","2019-08-01T00:00:00.000","113124199","104427013","78976853","73975916","34147346","30451097","98025331","88018016","68148009","63080826","29877322","24937191","86.7","84.3","86.3","85.3","87.5","81.9","11065","9675","72718","67577","83783","77252","98411628","89315077","3670233","3656589","1134765","1064946","1197130","1128866","626644744","543760462","837867","839577","331865","325868","2433.9","2610.6","47.9","46.5","120.4","293308","276508","140.6","1.4","136.1","1.2","138.7","1.3","105.5158938827691","106.8888066797094","1.45","1.5145","1.4244","0.787","1.5206","1.1673","1.0662","1.4563","1.3922","0.9407","1.6069"
"SATD201909","2019-09-01T00:00:00.000","101087368","104335809","70649657","73736989","30437711","30598820","83345979","88947748","58213796","63209630","25132183","25738118","82.4","85.3","82.4","85.7","82.6","84.1","8610","9661","63981","67614","72591","77275","83814263","89537847","3528614","3538183","1030894","1029130","1128691","1125878","528336348","539477187","848091","833495","304027","311948","2206.2","2619.8","43.2","43.5","117.5","273319","274195","137","-2.6","136","-0.1","136.4","-1.7","105.1860457127254","106.1780982976815","1.46","1.5182","1.3782","0.7606","1.5166","1.1581","1.0585","1.3941","1.3971","0.8804","1.5682"
"SATD201910","2019-10-01T00:00:00.000","104422363","104670057","74904315","74387743","29518048","30282314","87646447","88689185","63323854","63225534","24322593","25463651","83.9","84.7","84.5","85","82.4","84.1","8694","9761","69922","67784","78616","77545","88208390","88914139","3832880","3597245","1050629","1007756","1170089","1107045","540165523","532799102","917503","831438","311611","308728","2306.5","2606","45.5","43.3","118","283961","272669","137","0","135.2","-0.6","136.1","-0.2","104.2905382159026","105.0058851921347","1.46","1.5077","1.4013","0.7448","1.4912","1.1438","1.0559","1.3797","1.3897","0.8761","1.5754"
"SATD201911","2019-11-01T00:00:00.000","98506078","104884237","72118568","74981039","26387510","29903198","80521747","89828253","59158779","64276403","21362968","25551850","81.7","85.6","82","85.7","81","85.4","8257","9635","64817","69872","73074","79507","81010197","89464782","3850420","3599136","991938","1007683","1085903","1099840","524186383","537695143","815984","828984","310579","310068","2783.8","2682.3","43","41.7","117.5","260326","269800","136.6","-0.2","135.7","0.3","136.1","0","104.8670795551387","104.8705015810447","1.44","1.517","1.402","0.7447","1.4815","1.1543","1.0528","1.3857","1.4304","0.8449","1.5686"
"SATD201912","2019-12-01T00:00:00.000","105336301","105541688","76153733","75908108","29182568","29633580","89959899","89474840","65288157","63925717","24671742","25549123","85.4","84.8","85.7","84.2","84.5","86.2","9584","9614","69719","69522","79303","79136","90389595","90017082","3675341","3550183","988111","1003110","1066873","1090028","524685446","503084546","793201","831415","322814","312970","3170.7","2548.4","43.4","43","116.4","261757","269023","135.4","-0.9","136.3","0.4","135.5","-0.4","104.6542643492561","104.9011796407005","1.43","1.5264","1.3829","0.7413","1.4683","1.08","1.0559","1.3986","1.359","0.8694","1.5543"
"SATD202001","2020-01-01T00:00:00.000","101193363","107025760","72425576","76666486","28767787","30359274","81045830","91135538","57629920","65286026","23415910","25849512","80.1","85.2","79.6","85.2","81.4","85.1","9161","9770","61623","70849","70784","80619","81536356","89832896","3357180","3546648","1003748","1018800","1112546","1102351","447564878","551056017","816990","844673","321678","318888","3327.2","2512","40.8","42.6","116.2","260847","285452","135.4","0","137.1","0.6","135.8","0.2","104.0332710157377","103.5055502311381","1.44","1.5232","1.3815","0.7529","1.4849","1.1829","1.0727","1.4251","1.3396","0.8619","1.5513"
"SATD202002","2020-02-01T00:00:00.000","92853151","104833476","68495033","76629553","24358118","28203923","73892439","87816754","55336127","64339959","18556312","23476795","79.6","83.8","80.8","84","76.2","83.2","7962","9396","59868","70447","67830","79843","74428889","89368847","2954420","3486784","929332","978167","1027532","1076281","411139196","546368988","790486","834285","305296","327467","3062.3","2588.4","37","42","117","242695","284040","135.6","0.1","135.9","-0.8","135.5","-0.2","104.3767730316003","102.8152938888808","1.43","1.5154","1.3582","0.7229","1.4498","1.1729","1.0595","1.4634","1.3803","0.85","1.5617"
"SATD202003","2020-03-01T00:00:00.000","82523537","80832352","64968396","62694782","17555141","18137570","42770844","41816182","32526486","31032242","10244358","10783940","51.8","51.7","50.1","49.5","58.4","59.5","4653","4514","34414","33051","39067","37565","43175178","41770322","3607785","3471519","954273","944708","1019288","1016451","233377315","266773914","507090","483294","309006","308580","2725.5","2520.1","40.3","41.2","116.7","226638","224870","133.8","-1.3","70.2","-48.4","109.1","-19.4","100.2028026308414","97.39016803495258","1.54","0.7083","1.3523","0.6982","1.3692","0.5727","0.6138","1.379","1.3439","0.8336","1.5581"
"SATD202004","2020-04-01T00:00:00.000","21032453","21346949","19489079","19762878","1543374","1584072","2908236","2913890","2551127","2545466","357109","368423","13.8","13.7","13.1","12.9","23.1","23.3","137","137","2877","2869","3014","3006","3086801","2917006","3473104","3490742","806193","815723","929822","957756","36018048","52505951","172152","146147","271251","273304","2263.6","2583.9","39.3","38.9","106.5","167617","167174","123.7","-7.6","13","-81.5","81","-25.8","86.93413898882041","83.38163231600127","1.68","0.0495","1.3598","0.6029","1.2901","0.1127","0.1856","1.2214","1.3779","0.7874","1.4222"
"SATD202005","2020-05-01T00:00:00.000","23867176","23329605","22120039","21675845","1747137","1653760","8597006","8113060","8117835","7662749","479171","450311","36","34.8","36.7","35.4","27.4","27.2","191","182","9697","9127","9888","9309","8836134","4050426","3824907","3801032","790239","764703","1004416","983065","69098462","51779753","201375","197200","275968","267197","2076.7","2517.4","36.9","35.7","109.5","221006","204304","125.4","1.4","17.6","35","83.8","3.4","88.2991129287213","85.39638053818418","1.33","0.0687","1.4806","0.5652","1.3242","0.1112","0.2504","1.1941","1.3425","0.7225","1.4621"
"SATD202006","2020-06-01T00:00:00.000","27523797","26131486","24940443","23773495","2583354","2357991","14904888","13637838","14007580","12872299","897308","765538","54.2","52.2","56.2","54.1","34.7","32.5","404","352","16207","14987","16611","15339","15248985","5688853","3914103","3882202","818516","830989","1066427","1065308","128982242","52399666","257199","250015","260145","258005","2134.2","2530.5","38.6","38.2","111.4","250330","235771","128.4","2.4","22.7","29.1","87.6","4.6","94.1134953771394","94.3403687565539","1.21","0.0965","1.5123","0.6141","1.435","0.1125","0.3175","1.153","1.3495","0.7741","1.487"
"SATD202007","2020-07-01T00:00:00.000","45800946","41775019","40313263","37024840","5487683","4750179","22062675","19082978","20075949","17488308","1986726","1594670","48.2","45.7","49.8","47.2","36.2","33.6","1133","922","22922","20015","24055","20937","22439042","7237684","4047718","3989345","894366","884536","1142352","1129584","160734686","43722525","305931","305020","283793","278213","2468.3","2608.3","39.5","38.7","114.1","265550","242159","132.5","3.2","27.8","22.7","92","5.1","97.5312685726253","98.80269260780376","1.21","0.1227","1.554","0.6537","1.5216","0.0939","0.3874","1.2433","1.391","0.7826","1.5231"
"SATD202008","2020-08-01T00:00:00.000","49987894","46684214","42874072","40348554","7113822","6335660","23818082","22130498","21184556","19918347","2633526","2212151","47.6","47.4","49.4","49.4","37","34.9","1401","1235","24431","23157","25832","24392","24135654","16270908","4005875","4008963","958544","896181","1232840","1170025","157997236","81500358","317876","337710","283502","276378","2404.3","2557.6","38","36.6","111.8","265060","251358","130.7","-1.4","37.8","36","94.8","3","98.48159677371304","99.52896232443968","1.22","0.2759","1.5616","0.6623","1.5761","0.175","0.4289","1.2351","1.3639","0.7399","1.4925"
"SATD202009","2020-09-01T00:00:00.000","43187717","44592580","35882035","37209268","7305682","7383312","23073723","24795727","20474551","22135036","2599172","2660691","53.4","55.6","57.1","59.5","35.6","36","1414","1611","23854","25152","25268","26762","23384755","29688508","4107404","4100670","924656","925192","1208370","1202082","162347863","170657655","330229","299053","273565","281667","2157","2552.5","37.1","37.6","110.9","257531","254995","131","0.3","46.7","23.4","98.4","3.8","98.4425857856593","100.5073256617261","1.22","0.5034","1.5974","0.6838","1.6192","0.3663","0.3798","1.2587","1.3612","0.7613","1.4804"
"SATD202010","2020-10-01T00:00:00.000","49296527","49177216","40389937","40003075","8906590","9174140","27870756","27884454","24425708","24299180","3445048","3585274","56.5","56.7","60.5","60.7","38.7","39.1","1984","2206","28027","27023","30011","29230","28273746","28407532","4347618","4119444","976752","935164","1281426","1201983","161005524","146073832","350426","282560","288756","286056","2320.5","2611.4","40.1","38.1","111.2","266596","255505","131.9","0.6","44.3","-5","98","-0.4","99.093658644177","101.8564933722445","1.24","0.4817","1.6047","0.6911","1.6191","0.3136","0.3588","1.2783","1.3926","0.7717","1.4853"
"SATD202011","2020-11-01T00:00:00.000","53690474","56177204","43474923","44704983","10215551","11472220","27957384","29629167","23711619","24579002","4245765","5050165","52.1","52.7","54.5","55","41.6","44","2465","2820","26294","27258","28759","30078","28292818","33594767","4357884","4178661","936154","950726","1211475","1236864","137301130","133774673","310325","325533","282464","279973","2446.6","2345.4","40.4","39.2","112.5","238300","248198","132.3","0.3","51.6","16.5","101.1","3.1","99.53232693879168","102.9268908884986","1.26","0.5696","1.6277","0.7026","1.6661","0.2872","0.4134","1.2512","1.2508","0.7929","1.5019"
"SATD202012","2020-12-01T00:00:00.000","57400881","57301580","45077323","44840552","12323558","12461028","30832402","31675579","25075790","25642555","5756612","6033024","53.7","55.3","55.6","57.2","46.7","48.4","3272","3281","27263","28206","30535","31487","31081794","33708909","4447503","4160472","939212","949378","1177211","1245486","130652258","129044861","308841","330778","290021","280038","3188.2","2593.7","40.8","40.2","113.3","241451","249061","134","1.3","52.1","0.9","102.3","1.2","100.8166097297183","105.8535333187135","1.26","0.5716","1.6206","0.7016","1.6777","0.277","0.4201","1.2515","1.3832","0.8142","1.5127"
"SATD202101","2021-01-01T00:00:00.000","55267184","58721981","42318254","45161218","12948930","13560762","27800391","31520752","22357665","25511565","5442726","6009188","50.3","53.7","52.8","56.5","42","44.3","2988","3156","24305","28298","27293","31454","28118922","36468271","4078148","4367791","983766","998214","1263730","1277322","119971180","228547214","292183","349908","282448","281919","3335.2","2508.4","39.4","41.4","114.4","224959","252702","136","1.5","56.1","7.7","105","2.6","101.442428106496","109.0956262319117","1.22","0.6184","1.7014","0.7377","1.7206","0.4906","0.4444","1.2599","1.3377","0.8372","1.5275"
"SATD202102","2021-02-01T00:00:00.000","48911433","57012792","37928427","43794935","10983006","13217857","26323206","31940975","22477683","26858134","3845523","5082841","53.8","56","59.3","61.3","35","38.5","2122","2597","24483","29510","26605","32107","26554207","43294094","3563135","4344801","799312","896997","1009892","1099998","115723821","258149880","275227","339349","242384","275718","3095.7","2708.2","31.1","36.1","112.3","207160","245840","132","-2.9","60.6","8.1","104","-0.9","98.04816416433717","107.9416421183344","1.25","0.7341","1.6925","0.6629","1.4817","0.5542","0.431","1.2321","1.4442","0.731","1.4991"
"SATD202103","2021-03-01T00:00:00.000","67277537","66113561","53749328","52089795","13528209","14023766","42683735","41446716","36811555","35251283","5872180","6195432","63.4","62.7","68.5","67.7","43.4","44.2","3455","3375","39343","37787","42798","41162","42987656","41947808","4652586","4430933","987947","975022","1255548","1254129","168864251","192951326","347856","310122","281431","281634","2640.1","2482.9","38.3","38.9","113.5","262065","258686","134.5","1.9","57.1","-5.8","104.4","0.3","100.8053170752817","109.4559822804783","1.12","0.7113","1.726","0.7206","1.6893","0.4142","0.3938","1.2586","1.3241","0.7881","1.515"
"SATD202104","2021-04-01T00:00:00.000","68934612","70076994","54787601","55594243","14147011","14482751","47644846","47361047","40971447","40539587","6673399","6821460","69.1","67.6","74.8","72.9","47.2","47.1","3998","3968","43799","42906","47797","46874","48141939","46993150","4542143","4547779","980425","989625","1242663","1261899","197898318","220821005","351870","323488","297845","300031","2271.6","2584.2","39.8","39.4","113.8","252218","256647","136","1.1","62.1","8.8","107.1","2.6","100.9478098421727","111.0688034602131","1.1","0.7968","1.7715","0.7314","1.6998","0.474","0.4108","1.3408","1.3781","0.7982","1.5192"
"SATD202105","2021-05-01T00:00:00.000","76736575","74883615","61332669","60310180","15403906","14573435","57822304","54904150","49649002","47187665","8173302","7716486","75.4","73.3","81","78.2","53.1","52.9","4942","4702","52752","50214","57694","54915","58176515","53680524","4501246","4412025","1029758","1005765","1258890","1223030","259115194","244575408","373590","373620","307594","298598","2116.4","2556.9","41.3","39.8","113.2","276639","261366","135.2","-0.6","71.2","14.7","109.8","2.5","101.8255570733815","112.136755623886","1.1","0.9102","1.7186","0.7433","1.6475","0.525","0.4745","1.3344","1.3635","0.8059","1.5109"
"SATD202106","2021-06-01T00:00:00.000","84579593","80069449","67462202","64415870","17117391","15653578","68542276","62331690","57717814","53165333","10824462","9166357","81","77.8","85.6","82.5","63.2","58.6","6037","5268","60110","55708","66147","60976","68909511","59679355","4374318","4417840","973735","987885","1183542","1196553","381297659","309049349","409263","402365","318204","315672","2242","2633.7","38.9","38.6","111.2","279209","265907","133.8","-1","78.3","9.9","111.4","1.5","102.2994379177394","114.1303848919579","1.09","1.0119","1.7209","0.7301","1.6118","0.6634","0.511","1.4107","1.4045","0.7804","1.4852"
"SATD202107","2021-07-01T00:00:00.000","92572450","84441634","73407831","67857401","19164619","16584233","78048249","67422872","64545092","56627707","13503157","10795165","84.3","79.8","87.9","83.5","70.5","65.1","7034","5720","66740","59065","73774","64785","78489828","63365919","4426507","4392922","971788","965776","1174756","1154195","443271407","330053642","424574","437469","320767","313907","2417.6","2532.9","39.8","39","111.2","288443","268899","132.9","-0.7","83.9","7.2","112.8","1.3","102.7290720888048","116.8625106395722","1.13","1.0744","1.7112","0.7138","1.5547","0.7085","0.5556","1.4028","1.3507","0.7889","1.484"
"SATD202108","2021-08-01T00:00:00.000","91200105","84768507","71871478","67500082","19328627","17268425","71745477","66235417","58416652","54938091","13328825","11297326","78.7","78.1","81.3","81.4","69","65.4","6358","5662","60631","57048","66989","62710","72081122","64769063","4317006","4287550","997519","941878","1188660","1130696","414397934","336376786","429881","433318","323022","314872","2436.3","2567","39","37.2","110.5","279596","263810","131.6","-1","84.7","0.9","112.2","-0.5","102.7027910021159","116.6302021443519","1.13","1.0982","1.6701","0.6961","1.5231","0.7221","0.5503","1.4071","1.3689","0.7536","1.4754"
"SATD202109","2021-09-01T00:00:00.000","83960638","86242376","66268780","68284022","17691858","17958354","60555482","64455165","50123963","53783360","10431519","10671805","72.1","74.7","75.6","78.8","59","59.4","4844","5461","53903","56591","58747","62052","61064523","66881235","4305850","4302319","967097","965245","1125683","1125960","351319450","354631166","465281","434134","295798","303366","2138.2","2519","35.7","36.3","112.3","270461","265052","132.7","0.8","86.5","2.1","113.5","1.1","101.6292702071743","118.0469505080252","1.12","1.1341","1.6759","0.7134","1.5167","0.7613","0.5513","1.3557","1.3433","0.735","1.4992"
"SATD202110","2021-10-01T00:00:00.000","87192286","86908774","69064953","68139732","18127333","18769042","66925246","66835959","55934187","55414775","10991059","11421183","76.8","76.9","81","81.3","60.6","60.9","5361","5973","60546","58219","65907","64192","67419704","67115278","4564366","4357485","1015511","972612","1182787","1109776","390139607","373565780","502175","453359","315039","311262","2259.3","2544.8","41.4","39.6","113.2","277877","265589","134.3","1.2","88.2","2","115.1","1.4","103.0241183510848","120.9844858724658","1.11","1.138","1.6974","0.7188","1.4949","0.8019","0.5757","1.391","1.3571","0.8012","1.5108"
"SATD202111","2021-11-01T00:00:00.000","86168547","89723400","68469323","69907482","17699224","19815918","67951401","72257636","55742346","57701958","12209055","14555678","78.9","80.5","81.4","82.5","69","73.5","5999","6907","59779","61800","65778","68707","68363793","73952619","4403527","4201197","961279","973852","1096025","1108845","401400762","398285902","470644","469132","327982","324159","2685","2577.2","42.2","41.2","114.3","260433","267303","135.5","0.9","94.8","7.5","118.2","2.6","103.9626405952615","122.2938610273436","1.12","1.254","1.6365","0.7197","1.4936","0.855","0.5958","1.4486","1.3744","0.834","1.5263"
"SATD202112","2021-12-01T00:00:00.000","90144118","89925884","69447123","69037069","20696995","20888814","71880335","73378642","57091558","57960159","14788777","15418483","79.7","81.6","82.2","84","71.5","73.8","7095","7107","59535","61030","66630","68137","72249705","74252868","4788386","4459390","963254","969718","1068021","1112926","403283532","401659158","452037","469453","331548","322467","3008.2","2474.4","40.6","40.2","115.1","261028","266539","136.1","0.5","95.1","0.3","118.7","0.4","103.8870824710312","123.9124621313615","1.18","1.2591","1.7371","0.7167","1.4991","0.8622","0.5962","1.4411","1.3195","0.8138","1.5371"
"SATD202201","2022-01-01T00:00:00.000","85220302","91009219","64319116","69142523","20901186","21866696","56461934","64667191","43954958","50685889","12506976","13981302","66.3","71.1","68.3","73.3","59.8","63.9","6050","6382","45814","54143","51864","60525","56844078","66120078","4139851","4452948","959698","976950","1085528","1113270","251006893","360854674","396877","457524","312094","314469","3582.1","2678.8","38.3","40.7","115.6","236055","262682","137.1","0.7","87.5","-8","116.6","-1.7","103.907409249017","125.1747086728548","1.19","1.1212","1.7346","0.722","1.4996","0.7746","0.581","1.4053","1.4285","0.8231","1.5427"
"SATD202202","2022-02-01T00:00:00.000","79163472","92143022","60647328","69877961","18516144","22265061","58039691","70810902","46520073","55523039","11519618","15287863","73.3","76.8","76.7","79.5","62.2","68.7","5726","7012","49076","59104","54802","66116","58409597","75049262","3875468","4730631","891121","986640","1028199","1120256","243967008","382938076","431634","494668","284713","319972","3052.4","2696.7","34.2","39.2","115.6","231137","267848","137.9","0.6","97.6","11.6","120.7","3.5","104.5554022926884","126.1201709026842","1.2","1.2726","1.8427","0.7292","1.509","0.822","0.6282","1.4299","1.4381","0.7927","1.5439"
"SATD202203","2022-03-01T00:00:00.000","94041877","92548735","71989994","69822389","22051883","22726346","77898310","75844060","61674886","58863300","16223424","16980760","82.8","82","85.7","84.3","73.6","74.7","7874","7670","64617","62095","72491","69765","78278497","76809559","4678429","4430309","1002581","986033","1172921","1164525","354206394","385469076","516997","480842","327508","328430","2781.8","2649.5","40.6","40.8","117.3","271869","268103","138.9","0.7","98.2","0.6","121.6","0.7","105.4048152273108","129.3958318376799","1.21","1.3024","1.7258","0.7287","1.5686","0.8275","0.6107","1.4677","1.4129","0.8253","1.566"
"SATD202204","2022-04-01T00:00:00.000","92467160","94119740","68700151","70007933","23767009","24111807","78810921","78937723","60270759","60144677","18540162","18793046","85.2","83.9","87.7","85.9","78","77.9","8401","8367","63518","62960","71919","71327","79210800","78470761","4423388","4437630","955158","965515","1149264","1164282","389892474","405965845","511186","500185","299956","301629","2358.2","2682.6","40.9","40.8","117.1","258001","266100","138.1","-0.6","101","2.8","122","0.4","105.6401130815718","130.3155067130159","1.2","1.3306","1.7286","0.7136","1.5683","0.8715","0.6352","1.3479","1.4306","0.8253","1.563"
"SATD202205","2022-05-01T00:00:00.000","97263112","94409741","70974287","69501000","26288825","24908741","83505662","78907813","62706882","59244954","20798780","19662859","85.9","83.6","88.4","85.2","79.1","78.9","8817","8432","66962","62850","75779","71282","83885030","79084298","4361092","4344356","994737","973311","1197656","1173282","454971549","438353926","521581","503216","327694","317829","2240.2","2691.2","41.6","39.8","117","282678","265748","138.2","0","101.8","0.8","122.3","0.2","105.7053024958194","132.0977241351984","1.22","1.341","1.6923","0.7193","1.5804","0.941","0.6391","1.4203","1.4352","0.8065","1.5623"
"SATD202206","2022-06-01T00:00:00.000","98323455","92817422","70415457","67317096","27907998","25500326","87633371","78887784","63343861","58370618","24289510","20517166","89.1","85","90","86.7","87","80.5","10026","8647","67369","62419","77395","71065","88025973","78776928","4234843","4215813","963669","977155","1129620","1137903","517090295","446855892","526993","522416","325844","323273","2317.1","2691.1","39.2","38.7","117.6","277059","263849","138","-0.1","102.8","1","122.6","0.2","105.5579846856692","133.1292183149324","1.22","1.3358","1.6422","0.7222","1.5328","0.9593","0.6634","1.4447","1.4351","0.7834","1.57"
"SATD202207","2022-07-01T00:00:00.000","104646183","95383385","74959521","69631132","29686662","25752253","92091492","78871361","65633792","57751930","26457700","21119431","88","82.7","87.6","82.9","89.1","82","10946","8920","69433","61728","80379","70648","92602676","77674024","4209693","4212646","976533","973913","1137071","1122026","554232835","448407629","507625","534042","331478","323067","2589.6","2691.1","39.6","38.7","116.5","281976","263304","137.1","-0.7","102.6","-0.2","121.9","-0.5","105.7921532744864","131.7700468893088","1.25","1.3171","1.641","0.7198","1.5114","0.9626","0.6782","1.4437","1.4351","0.7832","1.5558"
"SATD202208","2022-08-01T00:00:00.000","103108293","96047570","73836373","69747681","29271920","26299889","87932991","81122905","62934736","59715791","24998255","21407114","85.3","84.5","85.2","85.6","85.4","81.4","10123","9104","66522","63019","76645","72123","88355193","81698744","4237113","4174372","1021878","971836","1169981","1113983","530940861","457000179","543990","532360","338329","329700","2566.7","2682.4","41.7","39.4","117.5","284347","267354","137.8","0.6","105.9","3.3","123.6","1.4","105.9151405473505","131.1747146881606","1.25","1.3853","1.6261","0.7182","1.5006","0.981","0.6761","1.4734","1.4305","0.7984","1.5682"
"SATD202209","2022-09-01T00:00:00.000","95009333","97252582","68920398","70605991","26088935","26646592","80340630","84199925","58464013","61908097","21876617","22291828","84.6","86.6","84.8","87.7","83.9","83.7","8291","9282","63141","65092","71432","74373","80761039","85580943","4162137","4163392","967516","962421","1080190","1077348","458276905","454658986","572428","537078","317866","325048","2293.5","2692.5","38.5","39.2","118.6","275638","269221","138.3","0.3","109.6","3.4","125.1","1.2","106.2870795202943","132.1419627864413","1.25","1.4511","1.6218","0.7113","1.4512","0.976","0.6821","1.4526","1.4359","0.7943","1.5832"
"SATD202210","2022-10-01T00:00:00.000","98124059","97940284","72264550","71049382","25859509","26890902","84128759","84801519","62656966","62332205","21471793","22469314","85.7","86.6","86.7","87.7","83","83.6","8417","9390","67936","66127","76353","75517","84615789","84389710","4294591","4104197","1023019","978017","1162840","1088501","484046021","466466919","590484","548252","326627","321904","2362.4","2671.9","38","36.3","117.4","280673","270175","136.8","-1.1","109.3","-0.2","124.1","-0.8","106.196327642822","133.0591923091961","1.24","1.4309","1.5987","0.7228","1.4662","1.0014","0.6963","1.4386","1.4249","0.7346","1.5673"
"SATD202211","2022-11-01T00:00:00.000","94893166","99002756","70250777","71460504","24642389","27542252","78902303","84414935","59194297","61025712","19708006","23389222","83.1","85.3","84.3","85.4","80","84.9","8221","9513","63680","65598","71901","75111","79338600","84937396","4225455","4028273","958922","969644","1038155","1051076","461641160","462170212","556153","553885","328091","323206","2769","2670.5","35.8","35","115.3","258728","267155","134.5","-1.7","110.1","0.8","123","-0.9","105.8489245281541","131.69513017841","1.26","1.4402","1.5692","0.7166","1.4158","0.9921","0.7034","1.4444","1.4241","0.7075","1.5398"
"SATD202212","2022-12-01T00:00:00.000","98675010","98437150","71301645","70861965","27373365","27575185","82339322","84220587","59724579","60756794","22614743","23463793","83.4","85.6","83.8","85.7","82.6","85.1","9409","9429","62484","64751","71893","74180","82691991","84709972","4284074","3987996","915385","918529","999463","1024972","468998419","467541372","529212","560890","319062","310822","3378.9","2809.8","37.3","37.4","116.5","258030","265697","135.3","0.6","110.4","0.3","123.6","0.5","104.5356914776718","130.7018724208559","1.28","1.4364","1.5535","0.6788","1.3807","1.0037","0.7123","1.389","1.4984","0.7575","1.5553"
